rating,name,elite,reviewer_location,n_friends,n_reviews,n_photos,review_photos,date,updated,text,n_useful,n_funny,n_cool,business_location
4,Anne R.,False,"Chicago, IL",0,3,4,0,8/19/2016,False,"Love the vending machine, and the option to recycle/reuse the containers. Went to the Revival Food hall location and had high hopes for the open faced sandwich. The salmon option was delicious EXCEPT the bread it was placed on. The bread was very hard and thick on the outside, and not easy to pick up and eat. Maybe if the bread was thinner this would work, but the thickness and hardness made it impossible, so I just ate the toppings. The carrot salad was great and so was the tea! Might come back to try again for a salad so I dont get the bread.",0,0,0,The Loop 1
5,Jeff W.,False,"Chicago, IL",122,119,15,0,8/13/2015,False,"It turns out, I do like salads after all! I love me some Farmer's Fridge when I'm trying to eat healthy. Fresh, quality ingredients and a rotating selection keep me coming back. On top of that, great people that truly care about their customers and providing the best possible food and experience.",1,0,2,The Loop 1
5,Stephanie M.,False,"Palatine, IL",0,3,0,0,11/27/2013,False,"Absolutely LOVE Farmer's Fridge! It is the perfect mix of health and convenience! The jars are great, and reusable. And if you don't finish your salad in one sitting, you can just reseal it and take it on the go!

I have tried The Detox, The Cheater, and the Cauliflower Fried Rice. Both salads were delicious, but the fried rice- totally blew me away! It is the perfect serving size and packed with nutrition. Perfect for a light lunch or a mid-day snack.

Thanks for proving these in 600 West! I will be purchasing another one today :)",1,0,0,The Loop 1
3,John-Paul R.,False,"Chicago, IL",0,2,0,0,7/11/2016,False,"The Napa salad was great - until I ran into the little critter who was stuck to the side of the jar, legs wiggling in the air.
But if you manage to get one insect-free, it's pretty delicious.",0,0,0,The Loop 1
5,Hillary B.,False,"Crown Point, IN",164,11,2,0,11/7/2014,False,"I'm beyond obsessed with this place. I order from grubhub, and they have a low minimum and delivery fee, and are ALWAYS on time-- plus, whenever there's been an issue, like they've run out of what I ordered, they show up with genuine apologies and awesome replacement snacks, and more than make up for it. I usually get the detox or antioxidant salads, and the fruit cups are perfect, the energy bites are to die for, the quinoa oatmeal is different but tastey, and the yogurt is amazing. I can't say enough about how good and fresh the food always is, and how wonderful the people are. I always look forward to ordering from them!",3,0,0,The Loop 1
5,Lavon K.,False,"Folsom, CA",9,172,6,0,5/13/2014,False,"I was really hoping for a delicious, fresh salad today.  I yelped and voila! Farmer's Fridge came up.  I saw folks in line for this ""vending machine"" before and thought pfffft greens in a vending machine enjoy getting sick!  Alas, I have tried it and this will be my go to for now on! It's $8.00 sans the add-on's.  I'm a vegetarian so that's PERFECT for me. It may seem like it's not a lot of food but it actually is once you get to chomping on those greens. I had the Napa Cabbage and it was fantastic!  The Southwest was sold out as well as a few others and I went at 12:00!!  Are folks stalking the delivery guy! LOL  If so, I'll be joining them ;)",5,2,1,The Loop 1
5,Tammy M.,False,"Chicago, IL",9,30,1,0,2/12/2015,False,"Best salad in the Loop. Love it! Why take your chances with Pret a Manger where the bury wilted greens under like five fresh-looking ones? Plus, $7, how can you beat that? Unless you're thinking of layering on chicken protein to the High Protein Salad (that's 25g as it is); I guess it's your wallet. The machine will prompt you to make add-ons, but you can ignore it. Everything I've had is delicious, favorites are the high protein and the napa.",1,0,0,The Loop 1
4,Katherine A.,False,"Chicago, IL",3,59,0,0,6/17/2015,False,"Love the convenience, variety and portions. I had the North Napa salad and everything was great until I got to the bottom--the avocado was green, but the most sour-tasting avocado I've ever had. Not ideal, but I'd give it another try.",0,0,0,The Loop 1
5,Chelle L.,False,"Chicago, IL",22,79,1,0,4/2/2014,False,It is nearly impossible to find healthy food for lunch in Chicago. Every time I have to eat a sandwich with processed lunch meat I die a little more inside. Farmer's Fridge is my newest obsession. I order my jars of delicious organic healthiness from the location in the Nordstrom mall food court on Michigan ave and I've gotten the other health nuts in my office hooked as well. The jars are cute and keep the lettuce crispy. My only gripe is that the Michigan Ave machine seems to be pretty light on the selection. There has never once been tuna in it (I've gone to the machine at all hours of the day so I think it literally has never been an option). You will also become a spokesperson automatically for the machine because literally every 3rd person you pass will ask you what you have and where you got it.,4,0,3,The Loop 1
2,Lyubov T.,False,"Chicago, IL",140,2,0,0,10/25/2015,False,"I like the food especially given that it's healthy, but they need to work on logistics. I've successfully ordered a few times over GrubHub, but most of the times I try to order it says they are not delivering, and there does not seem to be much of a pattern to it.

Yesterday I decided to check out the vending machines for the first time. Looked at the location map on their website and there were two locations within walking distance from my house. I walked to the first one and couldn't find it at all - it was supposed to be at Urban Kayak, which is closed now, so I'm guessing the kiosk is only seasonal. I persisted and walked in the other direction to the second one, and found it completely unstocked. At that point I was so hungry I ended up buying lunch from 7/11, which is not cool.

TO MANAGEMENT: You just lost a customer who would have bought from you multiple times a week. Please do a better job managing your inventory or at least put a tool on your website that allows customers to check inventory at their nearest kiosk.",0,0,0,The Loop 1
5,Caitlin M.,False,"Chicago, IL",0,41,0,0,8/22/2014,False,"This thing is fantastic. I'm mad I didn't come up with this idea myself! I went on a Friday at about 12:30 and there were still plenty of salad options to choose from. I was hesitant about the size, but was pleasantly surprised by how much came out of that jar! I got the southwest salad which was super fresh and had a huge chunk of avocado in it. YUM! Skip the veggies/hummus. $4 for 4 carrot sticks, 3 celery sticks and a cucumber stick...not worth it. Stick to the salad and you'll be satisfied. Also can't wait to re-use the jar for my own salad at home.",2,0,0,The Loop 1
2,Juli A.,False,"Chicago, IL",26,150,18,0,6/19/2014,True,"Not a big fan of The Cheater wrap.  The dressing is unbalanced, maybe too sweet, and it kind of made me a little nauseated.  The wrap obviously doesn't preserve the freshness of the salad as well as the jar so it wasn't as crisp.",2,0,0,The Loop 1
5,Margaret T.,False,"Chicago, IL",0,4,0,0,8/21/2014,False,"LOVE THIS IDEA and how well they execute! This is the best salad place in the loop, hands-down. The ingredients are fresh, combinations innovative, and the prices are reasonable. Could not recommend more for someone looking for a tasty, healthy salad option!

I hope they open more locations, particularly a little further south.",1,1,0,The Loop 1
1,Tony Y.,False,"Nashville, TN",180,4,0,0,3/22/2017,False,"Not open 24/7 as page lists. It is a vending machine inside a hotel food court, which closes (and is locked) at 7pm. Wish I knew this before I made the hike over.",0,0,0,The Loop 1
5,Elizabeth L.,False,"Chicago, IL",2,5,1,0,8/15/2014,False,"I absolutely love Farmer's Fridge- it essentially is the healthiest meal choice you can get on the go! Restaurant quality salads... in a vending machine?! It's high-tech touch screen allows for a seamless process and provides pictures of the salads and snacks. From the High Protein to the Cheater, Farmer's Fridge is changing how people can eat healthier on the go!",1,0,0,The Loop 1
5,Anthony O.,False,"Chicago, IL",94,51,4,0,11/22/2013,False,"The Detox is awesome.  Kale is really good in the salad, nice touch with the berries and pineapple!  Good for lunch or a snack.  Great food, thanks a lot!  I will definitely be back soon!!",2,0,1,The Loop 1
5,Michael V.,False,"Chicago, IL",3,9,9,0,12/6/2013,False,"Thank you Farmer's Fridge for providing a super quick, delicious and healthy meal option!  The Anti-Oxidant salad was incredibly delicious!!! I'll be back for many more. I wish your machines were everywhere!!!",2,0,0,The Loop 1
5,tiffany k.,False,"Chicago, IL",11,69,3,0,7/18/2014,False,Get your veggies on for lunch. These aren't wimpy salads. They are packed full and are a pretty big serving. I haven't had anything from here that I didn't love. Going over today to get one!,0,0,0,The Loop 1
5,Joe G.,False,"Lakeview, Chicago, IL",1,12,0,0,8/12/2014,False,"This place is great.  The thai salad is good, the napa salad is good, the italian salad is good.  You get the picture, you should try it.",0,0,0,The Loop 1
5,Nina S.,False,"Ferndale, MI",164,33,0,0,12/3/2013,False,"So great for lunch! I've tried the Cheater and the Antioxidant Salad, and they're both so good! The Cheater is more smoky and savory, with bacon and honey mustard dressing. The Antioxidant was sweet, with berries and a light vinaigrette. I also love that they have the nutrition information out there, and they're already portioned just right.

This is quickly becoming my favorite place for a quick lunch!",1,0,0,The Loop 1
5,Sonya L.,False,"Houston, TX",59,202,42,0,4/14/2016,False,"For a delicious, easy and reasonably priced meal you will not go wrong with a salad from here. I tried the Avocado BLT salad and added chicken to it before my flight and it was tasty, fresh and flavorful. The other convenient thing they do it leave you recyclable plates and silverware so you can actually dump your salad into something when you eat it and not have to eat it layer by layer. The menu is explicit enough so it's easy to understand what's inside each type of salad or snack. I loved the buttermilk dressing that accompanied my salad because it even tasted fresh. There was a nice dill flavor to it that completed the salad. I would gladly come here again if I lived nearby for a quick lunch. Aside from all of the products being recyclable they also recycle their unused salads every evening by donating them and prepare fresh ones which are placed in the fridge by 10am. Awesome concept and probably lots of work for the employees but very much worth it!",0,0,0,The Loop 1
5,Tara G.,False,"Chicago, IL",0,16,0,0,8/2/2014,False,Farmer's Fridge has a vending machine at the  East Garfield Park Community Center.  What a wonderful idea!  For $1 families can get healthy and delicious meals.  The city of Chicago always surprises me....,0,0,0,The Loop 1
5,Jennifer C.,False,"Chicago, IL",1,9,0,0,9/15/2015,False,"Farmer's Fridge is such a gem in Chicago! It's so difficult to find healthy fare that's also delicious, beautiful, and interesting, but these salads feel hedonistic to eat, not virtuous. I decided to reach out and see if they could cater my wedding, since traditional catering options can be pretty grim, and pricey to boot. I wanted the meal to be a rainbow of colors, tastes, and textures, and the team at Farmer's Fridge completely understood what I was going for. They went far beyond the salads-in-jars concept to create an abundant and refined meal that all my guests raved about. We got numerous requests for the recipes. Farmer's Fridge made our day exactly what we imagined, and the price was extremely reasonable for the level of customization and service we got. These salads will always be close to our hearts!",1,0,1,The Loop 1
5,Arnie A.,False,"Chicago, IL",0,6,0,0,11/20/2015,False,"This is the best, most delicious, healthiest lunch option and I will scream it from the rooftops! They should have these machines in airports, libraries, train stations, and especially college campuses everywhere! Please don't ever take the one at UIC away, I'm addicted, and please don't change the salads or anything significant about the whole operation. It is a revelation. I have tried most of the salads at this point and they are all dynamite! Careful thought went into making each one unique. It is plenty of salad. Make sure to take a paper tray from the machine to dump the salad into and mix it, they're not designed to be eaten directly out of the canister. I can only think of one gripe: the grapes in the fruit cup, while delicious, were purple concord grapes with seeds which are a pain to eat.  But the salads are where it's at anyways.",1,0,0,The Loop 1
5,Brett W.,False,"Chicago, IL",0,1,0,0,1/13/2014,False,"I tasted the healthy. I had a kale caesar salad and it was really good. Not at all like you'd expect. I normally hate the taste of kale, but with all the other goodies they put in, it was dang delicious!",0,0,0,The Loop 1
5,Pat L.,False,"Chicago, IL",0,1,0,0,12/9/2013,False,"I've been eating Farmer's Fridge for lunch once or twice a week for the past few weeks.  It is a great healthy option at work.  This is coming from somebody who would just about never choose a salad over a another option.  But  the High Protein option with a little chicken has just about anything you'd want in a good meal.  The Cheater option was the first one I tried and is another great option. The container is convenient, the ingredients are extremely fresh, and the serving is really generous.  I'm pretty sure these would sell in just about any work environment and won't be surprised to hear about them popping up in more places soon.",0,0,0,The Loop 1
4,Cindy D.,False,"San Francisco, CA",6,22,39,0,6/25/2015,False,"I purchased a 2-day detox from groupon, and the food is pretty good.  I am a big fan of the breakfast and the snacks.  The delivery was on time and they called me when it arrived at my doorstep.  I think I'll be going to the Kiosk on after my allergy shots once in awhile - there's one at my doctors office at Blackhawk and Halsted.",0,0,0,The Loop 1
4,John C.,False,"Chicago, IL",1,41,0,0,7/24/2015,False,Great concept! I wish I came up with the idea for a touch screen salad vending machine. The Cheater was as fresh as advertised; the lettuce and nuts were crunchy and the baby tomatoes were juicy. The honey mustard was a good blend of tangy and sweet.,0,0,0,The Loop 1
5,Catherine L.,False,"Chicago, IL",96,22,1,0,10/21/2013,False,"First to Review
Had these in our office - super fun way to have a salad, the ingredients were great (ratio of extra stuff to lettuce was perfect) and the dressing was just right. I opted to not get a protein, but would probably go for the chicken if I have it again. The napa was delicious!",6,0,0,The Loop 1
5,Jessica P.,False,"Chicago, IL",0,3,0,0,8/19/2014,False,"Farmer's Fridge is ideal for a busy person looking for healthy meal options on-the-go. Easy to navigate, Farmer's Fridge's kiosk has a nice touch screen that displays menu items clearly and allows for a seamless transaction. Plus, they are always switching up their menu options to involve different kinds of ingredients and flavors. The salads are low-calorie but also are packed with nutrients and protein so I don't feel hungry a couple hours later. Overall, amazing concept and yummy flavor!",1,0,0,The Loop 1
5,Tim J.,False,"Chicago, IL",0,8,0,0,3/4/2015,True,"Hi Bana -  There should be plenty of room to list the dressing ingredients online.   When is FF planning on doing that?  Thanks, Tim",0,0,0,The Loop 1
5,Jon M.,False,"Chicago, IL",166,4,0,0,11/25/2013,False,"God one of these at work today when I forgot my lunch.  Ended up grabbing a ""Cheater"".  At the end of the day it beat every single one of my attempts to make a salad.  It tasted fresh and hat the option to add chicken.  I will ""accidentally"" forget my lunch more often.",1,1,0,The Loop 1
5,Jack M.,False,"Chicago, IL",0,2,0,0,2/11/2014,False,These guys catered to our office the other day and it was fantastic. I was a little skeptical of how fresh it would be coming out of a jar but everything was crunchy and delicious. Another cool part is that the jars they come in are nice and sturdy and great for plenty of things afterwards. My coworkers and I all washed them out and brought them home!,1,0,0,The Loop 1
4,L P.,False,"Richmond, VA",0,64,1,0,3/10/2014,False,"I tried the Mediterranean salad and loved it! Great concept for the Loop, the ingredients were fresh and flavorful.  The salads are $8 each which I think is a fair price, but I wish the portion size was larger even if it was $1 or $2 more.  And although I love that they are trying to be eco-friendly, it's a bit awkward to walk back to work carrying a jar with no bag, and to scrounge up silverware somewhere...",0,1,0,The Loop 1
4,Jillian M.,True,"Chicago, IL",73,432,180,0,8/21/2019,False,"I stopped into Revival Food Hall to grab dinner on a Tuesday night and was in the mood for a salad. Farmer's Fridge has a variety of salads for $8 each, with the option to add protein.

Overall, the salad was pretty good (I added chicken to mine, which seemed like rotisserie chicken) and I paired it with a Spindrift sparkling water.

This is a good option in Revival that is healthy and overall affordable!",0,0,0,The Loop 2
3,Avanti A.,True,"Chicago, IL",116,125,417,2,6/26/2019,False,"I was excited about this place when I first saw the avacado toast ordered by my husband. I've been thinking to try to this place and that's the trigger...I am sucker for avacado toast in general.

Luckily, this is located in revival and I have ritual at hand to make my food ordering experience smoother. I was surprised by the price for the toast which was my driver to this place, for the quantity I get $7 is bit too much.

The best thing about this place is you can do the pairings as in soup and salad, toast and bowl, salad and toast etc.  I've ordered toast and salad. Southwest quinoa salad and avacado toast(obviously) were my choice.

Toast is literally a slice of bread tossed with garlic Lebneh, avacado and sesame seeds. I guess it's paprica on the top that gives the hint of spice. Overall it's an interesting combinations of flavors.

Quinoa bowl portion is a small bowl, the overall taste is average I'd say ofcourse healthy. When we were placing the order the only option left in salads is the Napa salad so it didn't give us the option to explore much. I am not sure if that's how it is in general or maybe for a this day.
Avacado Avocado Toast
Soy thwest Quinoa Bowl",0,0,1,The Loop 2
3,Katie E.,True,"Chicago, IL",824,264,421,2,10/18/2018,False,"I love myself a quick, convenient and healthy meal, so I was excited to try the Farmer's Fridge stand in Revival Food Hall. I went after work to grab something for dinner before class, and ended up going with 'The Pairing', and went with two different toasts: the Avocado and the Almond Butter/Banana. Both toasts were SO good, but honestly, the portion was almost insulting. It was almost FOURTEEN DOLLARS for two slices of bread. I kid you not.... $13.38. I paid 14 dollars to still be hungry after my meal. I ended up going to a different restaurant to grab some more food after I was done.

Yes, it was delicious, but even that doesn't justify the outrageous price. It's a shame.. because the toasts themselves are so enjoyable. But I'll be spending my $14 elsewhere..
Avocado Toast
Almond Butter & Avo Toast. Presentation & taste are great... but $14 for two pieces of toast?! no thanks..",2,0,1,The Loop 2
5,Rebecca J.,True,"Chicago, IL",165,214,17,0,12/28/2019,False,"I've only ever been to the Farmer's Fridge location in the Revival Food Hall, but after going to the actual location I'm not sure if I could do the fridges because everything they make here is SO good! The pick 2 deal is so good! I usually pick two toasts, salmon and avocado. I like how they have a good avocado to bread ratio (basically the avocado is sliced I think they use a good half of an avocado) and the avocado is always fresh! I've had at least 5 avocado roasts from there and every experience has been great, every avocado fresh. The seasoning and lebneh used for each toast is also super delicious and flavorful!",2,0,1,The Loop 2
5,Lisandro T.,False,"Chicago, IL",194,6,2,1,1/2/2020,False,"Revival Hall is a trendy space with over a dozen restaurants, bringing convinience and Instagram worthy experiences in the same meal. Although many are great, the Farmer's Fridge restaurant is one you definitely shouldn't miss out on. Farmers Fridge is healthy and delicious and has a lot of good options. This time I had the Falafel Bowl and it was so good! The combination of falafel, couscous, tomatoes, cucumber and kalamata olives is amazing and the garlic sauce is to die for.
Falafel Bowl",1,0,0,The Loop 2
3,Jonna N.,True,"Chicago, IL",291,302,1983,0,6/26/2018,False,"Another stop in me eating my way through Revival Food Hall!

I was excited for this place, but it didn't meet up to my expectations. The workers seemed like they couldn't care less about being there. Some workers who I assumed were on break kept talking to the guy serving me and he took forever to take my card so I could pay for my food. I was hungry and wanted to leave to eat.

I like the healthy aspect though. The Smoked Cheddar Cobb Salad was good! The smoky bbq sunflower seeds made it really great! The cheese needed to be cut more because I kept getting big pieces of cheese that didn't have any smoked flavor. I also got the cauliflower rice. It was better than I thought. They got the asian taste in there, but each bite kept building and it tasted too salty. The food was surprisingly filing.

It is pricey for the size of the dishes. I could have gotten more food from another place to be honest.

I guess the only thing that kept this place from a better rating was the discipline of the workers.",2,2,2,The Loop 2
4,Jill O.,True,"Chicago, IL",91,456,1791,1,12/5/2016,False,"This review is going to be short and sweet.

I didn't eat at Farmer's Fridge while visiting Revival, but I did get a tea from here. It was SO good! It was a very reasonable $4. It was lychee iced tea with dried roses and raspberry jam. It was sweet, cold, and tasted super fresh.

The girl behind the counter was super friendly and quick, and made me feel like I'd ordered there a thousand times before.

If their meals are as fresh and delicious as their drinks are, I'd definitely want to try them. Next time I'm at the Hall, I'll definitely give them a try.
Lychee rose tea.",3,0,1,The Loop 2
3,Sylvia D.,False,"Logan Square, Chicago, IL",138,53,53,1,2/15/2019,False,"This reminds me of a mini Panera-type restaurant. They have a pick 2 option for 2 halves of soup, salad, or toast - which is nice. The options all looked delicious but since most everything is premade you don't have the flexibility of removing many ingredients. They can make things dairy free or vegetarian. I enjoyed the harvest salad and the almond toast, but the portions were kind of small. Overall, ok but nothing special.",0,0,0,The Loop 2
1,Dan P.,True,"Chicago, IL",95,384,2505,0,10/17/2016,False,"I went here for lunch and was disappointed with the prices and the quality of the food.  What I got for lunch was a small piece of toast with mushrooms (not seasoned) and maybe a quarter of a Caesar salad. What little salad was actually served was prepped very sloppily.  Once I got past the few leaves on top, I found the bitter and inedible stem of the lettuce.  Lettuce is not an expensive ingredient as far as I know and there is no reason to serve stems.

This little appetizer was not cheap and provided too little sustenance for lunch. I left revival food hall hungry.",2,0,1,The Loop 2
4,Amy O.,True,"Glencoe, IL",205,423,522,1,8/30/2016,False,"First to Review
Part of the new revival food hall. It was one of the few places with a short line because the food was already prepared.  There are a la carte prices by each of the food items but the combos seem to be a better deal for $9.  Food is fresh and filing and feels healthy.  I had the avocado toast and spicy tofu.  I would get the avocado toast again.  The pickled carrots on top were unusual but had a good flavor. I probably wouldn't get the tofu again. It was a good sized portion (see the picture) and had a little kick but it tasted just ok to me.  The guy who took my order was nice and asked if I liked spicy foods because both my choices had spicy elements in the descriptions.  I do like spice but neither was overwhelming if you are on the fence.
Avocado toast and spicy tofu salad to go",2,0,0,The Loop 2
5,Kalina H.,False,"Sunnyvale, CA",7,29,0,0,6/29/2018,False,"There are many places to choose from at Revival Hall but I come here almost everyday!
The salads are really big and filling! There is a lot of flavor too! I never get tired of these salads, seriously I get the same thing almost everyday and its always soooo GOOD!

My favorite part is coming in to see my favorite people at Farmers Fridge Alexis, Ross and Bailie! Love those guys :)
They know my order by heart and work hard! They are always smiling and helpful. They deserve a raise, seriously!!

Thanks guys!",0,0,0,The Loop 2
5,Noelle R.,False,"Tampa, FL",0,15,6,2,12/6/2016,False,"This is by far one of my favorite places to eat downtown! The food is better than most places Ive been to. The food not only looks amazing but tastes delicious!! I dont have much time on my lunch break so I like that they are super speedy and the staff is so helpful.

Hot Tip: After 2pm they make everything to order so its even fresher!
Farmer's Fridge Display!",0,1,0,The Loop 2
1,J K.,False,"Chicago, IL",0,31,5,0,5/17/2019,False,"The workers here sucks and not willing to help. I've been here a few times, anywhere from 7:30am to 8:30am and have been turned away a few times. Once I came in at 7:50am and was told I need to come back at 8 am when they open. The worker then turned around and continued to chat with her co-worker. The other day I came by at 8:30am and the lady told me they open at 9am. Really?!? For a place that serves breakfast items to open at 9am?!? Ridiculous... I think it's just lazy.",0,0,0,The Loop 2
4,Di M.,False,"Chicago, IL",0,14,4,1,10/24/2018,False,"I got the Turkey/Cheddar toast for breakfast, because it was $4 with a Ritual app promo. It was super-delicious and flavorful. However, for the portion you get I don't think it's worth the regular price of $7, unless you have a ton of disposable income.",1,0,0,The Loop 2
4,Forrest S.,False,"Chappaqua, NY",0,20,0,0,6/27/2017,False,"Had lunch there recently.  Very friendly.
The salad was very fresh. Seemed a bit of automatish with the self select machine.  But that's great for take away",1,0,0,The Loop 2
2,Shalini G.,False,"Chicago, IL",0,6,0,0,10/24/2017,False,"I've enjoyed the food here in the past. In fact, I used to get my lunch here 3 days a week. Over the last few months, the service has deteriorated, the portions are progressively getting smaller, and the prices remain the same.

The avocado toast has lost it's freshness and consistency and the side salad portions are not adequate for the price tag. Today, I noticed they have reduced the salad portions by 50%, but the price has remained the same.

My assessment is that for the value, and the experience, it's just not worth the visit.",0,0,0,The Loop 2
5,Elisa E.,False,"Chicago, IL",39,98,13,0,9/16/2016,False,"The lunchtime lines are much shorter at FF than at most other vendors in Revival Food Hall.  I suspect this is because customers associate the Farmer's Fridge brand with their vending machine salads; perhaps they think the selection is limited to that product.  Instead, the fast-food style FF has actual staff behind the counter. Customers may choose combos of several different salads, sides and open-faced sandwiches (called ""toasts"")

The most economical combo is 3 sides/salads for $9.  I can recommend the Five-spice tofu, the roasted miso carrots and the most delicious, juicy, just-right chicken salad I've ever had.  I've only ordered two of the four ""toasts"" offered:  Ricotta, cucumber and mint, and also the house-cured salmon. They were both excellent and surprisingly filling. They have a Chicago-style (vegan?) toast with giardiniera which must be really, really good, since it is sold out by the time I get to the head of the line.  Of the beverages, the iced  horchata/coffee latte is also highly recommended.",2,0,0,The Loop 2
5,Steve B.,False,"Chicago, IL",207,95,22,0,4/3/2018,False,"When you try to eat healthy for lunch in the loop 2 things are safe Lyft assumed, the food will be horrible and the apr financing required to pay for it will be at the highest rate possible. Thankfully neither of those was true here. I got the soup/salad combo for $10. The southwest salad was surprisingly filling at it's small size. All of the ingredients tasted fresh and the avocado  was not even a little old. The spinach lentil soup was flavored well and had fresh spinach added as a nice change. Decided to add a sparkling water it was so cheap. If you are close and trying to not eat your way through your 401k (lol I know that is not how this works!) try it!",0,0,0,The Loop 2
2,Tony S.,False,"Chicago, IL",0,12,0,0,4/19/2018,False,"I used to get the Southwest salad from the vending machine, but today I opted for the counter in Revival Food Hall. BIG MISTAKE!!! They failed to include the Avocado (THE BEST PART OF THE SALAD!!!) in the salad and I feel like it was more expensive than if I purchased it from the machine. I think I will start looking at Sweetgreen or other salad options in the Loop.",0,0,0,The Loop 2
1,Robert J.,False,"Chicago, IL",1,2,0,0,12/13/2017,False,"Wow, beyond disappointed.  I had to let the salad thaw out for 20 minutes due to ice.  After that, it was a mushy mess with translucent lettuce.  I couldn't even eat a third of it.",0,0,0,The Loop 2
2,Cody C.,False,"Woodbridge, VA",2,3,0,0,7/31/2017,False,"I am completely turned off by Farmers fridge after meeting the staff at revival food hall.  I was greeted with a smirk and a glare.  I ordered the easiest thing which was right in plain sight but the response was a tongue click.  After a couple of minutes of standing awkwardly at the counter, I noticed a critter or movement where they were prepping food.  The girl reprimanded me for looking with ""are you looking for something?"" Then after another few awkward moments of them not serving me, a man on a laptop asks me if I'd like to order.  I said I already ordered already, but then he said it would be a while because he couldn't take cash.  I took the hint that I wasn't welcome and figured if I could receive that kind of disdain in person, what they might do to the food in the machines.",0,0,0,The Loop 2
5,Jena S.,False,"Cook, IL",0,106,0,0,3/10/2017,True,"Super good food but the girl with the ear gauges is intense - know your order and move along, don't ask questions. Everyone calls her The Salad Nazi. I avoid going here if she's working",2,0,0,The Loop 2
2,Rocky R.,False,"Chicago, IL",0,13,0,0,3/8/2017,False,"This is the only sub-par meal I've had inside of Revival Food Hall. I paid $12.50 for a not-very-big salad with tofu on it (I guess a few pieces of tofu is $4??). That alone would make me not want to come back. But the KICKER is that I got BROWN LETTUCE. Not a piece here and there, or on the edge of a few leaves but....BROWN LETTUCE. I would at least expect brown romaine or spinach for that amount of money! I will stick with Aloha Poke and The Fat Shallot from now on - they are delicious!!",2,0,0,The Loop 2
5,Winnie C.,False,"Richmond, VA",4,96,442,3,1/9/2020,False,"I hope Farmer's Fridge becomes more widely available. The jars let you see what you're getting and the date by which it will be removed and donated. Everything's fresh and reasonably healthy - available options, ingredients, and nutritional info are clearly presented at farmersfridge.com, which also posts an ever-expanding list of locations (a great many of them private, in offices and other businesses for employees' use, however). It also has a link to sign up for a half-off discount code.

I used mine on a falafel bowl for a late, longish flight. At room temperature, it was perfectly fresh and surprisingly tasty. With the coupon code and tax, it was a satisfying meal that, at $3.36, cost slightly more than the coffee I bought at my destination. Is it weird to look forward to returning to Chicago, partly to try other options from Farmer's Fridge?",1,0,1,O'Hare Airport
4,Helen L.,False,"San Jose, CA",1,6,9,1,3/21/2020,False,"I had a layover and wanted something healthy. Luckily, I stumbled upon this. Overall, the prices were a bit expensive for the small portion size. But the food itself, I got the Asian noodle and some blackened chicken, tasted fresh and flavorful.

I loved the display of the fridge and the packaging as well as how sustainable everything was.

Next time I have a layover, I'll definitely come back to try other healthy options :)",2,0,1,O'Hare Airport
4,Grace B.,True,"Huntington Beach, CA",310,705,854,2,5/17/2019,False,"Super impressed by this concept. A health food vending machine at an airport where they feature breakfast items like Greek yogurt parfait, oatmeal bowl, hard boiled eggs, lunch/dinner items like wraps, sandwiches, or artisan salads, and little snacks to nibble on like trail mix, cheese bites, and chips and guacamole all hand prepared and very fresh. It's so hard finding unique and healthy items at airports that don't cost a fortune.

I had no idea I would come across this, and around 9:30/10 at night most of the airport shops were closing down, and I was left with a marginal selection of anything healthy that wasn't a generic and overpriced prepackaged salad. That's when Farmer's Fridge saved the day. I also liked the creative recipe choices and how the packaging was simple, not bulky and easy for eating on the go or in a plane. I ordered the pesto pasta salad and I was able to securely stick that in my bag which enabled me to have free hands for my walk (more like run!) to the next terminal with luggage.

The one thing that took away from a 5 star experience was there were no more utensils left which made for running around to find utensils nearby a little stressful since I was on a time crunch and most places were closed near the area.
Pesto pasta $7 after tax
$7 after tax",2,1,1,O'Hare Airport
5,Alicia S.,False,"Wichita, KS",18,21,18,1,10/18/2019,False,"We walked past this food choice a couple of times thinking it was a restaurant. It is a couple of vending machines. Cool ones tho, like in Japan. I need to be very clear. We are very picky about our food in general, most of the time we require very high food quality, like semi-foodies, farmers market for as much as we can, grow any of our own food year around and cook from scratch most every night.

So. I'm serious when I say this was truly fresh, perfectly portioned, well flavored, the balance of flavors was calculated just as well as the price.

Hands down best food choice in the entire airport, no competition. Well done Chicago based geniuses!",5,0,0,O'Hare Airport
4,Safo S.,True,"West Chester, OH",85,65,141,4,3/12/2019,False,"Wow! So impressed! I walked back and forth through terminal F debating between Chili's and others and didn't think much of a vending machine. I looked it up on Yelp, reviews were promising, so I took a chance and I'm SO glad I did. This place has got to be the most delicious airport food I've had in a while!

I ordered the buffalo chicken wrap and pineapple coconut chia pudding. My total was around $11. It was pretty filling, but my favorite part was how healthy and affordable the meal was. The wrap had buffalo chicken, lettuce, and shredded carrots (and i think celery). The pudding is the stuff of dreams, so creamy and fresh. This is the best I've felt after a meal. Can't wait for the next time I run into one of these vending machines so I can try something else.

I walked over to the Hudson's nearby and picked up cutlery for the pudding. I didn't see any near the machine and none were dispensed with the food. That's the only reason I give them 4 stars instead of 5. Otherwise, superb!",3,0,1,O'Hare Airport
